Region	Auftraggeber	Art Bauwerk	Art Arbeit	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
......5242 Balerna	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	36	1016	200	1928	2141	521	2557	930	80	2804	381
......5242 Balerna	Öffentliche Auftraggeber	Tiefbau	Umbau	765	542	685	2082	310	1105	1254	1448	1320	1435	766	985	74	290	453	895	944	1037
......5242 Balerna	Private Auftraggeber	Hochbau	Neubau	11994	8602	5027	8257	1540	3066	11922	10416	5540	5642	13771	14842	5024	843	8477	5987	9622	11363
......5242 Balerna	Private Auftraggeber	Hochbau	Umbau	2618	460	749	1205	1464	1505	4587	3996	2869	4680	1953	1006	5333	4871	3880	2388	3608	2727
......5242 Balerna	Private Auftraggeber	Tiefbau	Neubau	0	0	0	450	520	150	150	150	210	0	0	0	15	0	95	0	236	13
......5242 Balerna	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	130	88	115	115	0	15	565	256	0	0	1334	0	0	0
......5241 Arzo*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0
......5241 Arzo*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	20	0	0	0	62	260	415	60	500	1990	0	0	0	0	0
......5241 Arzo*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	194	190	0	0	25	0	0	0	0	0	0	0
......5241 Arzo*	Öffentliche Auftraggeber	Tiefbau	Umbau	85	6	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
......5241 Arzo*	Private Auftraggeber	Hochbau	Neubau	2407	330	1597	2123	2513	1016	1228	2309	1729	4804	5352	9188	5500	1745	0	0	0	0
......5241 Arzo*	Private Auftraggeber	Hochbau	Umbau	202	475	1880	1155	395	205	1740	1250	2267	3123	2070	3607	4357	1364	0	0	0	0
......5241 Arzo*	Private Auftraggeber	Tiefbau	Neubau	0	5	0	0	90	100	5	30	22	40	0	0	15	233	0	0	0	0
......5241 Arzo*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	25	0	5	0	0	0	0	0
......5238 Monteceneri	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10650
......5238 Monteceneri	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1201	250	2996
......5238 Monteceneri	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	110	1340
......5238 Monteceneri	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4153	585	2416
......5238 Monteceneri	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36790	40425	29654
......5238 Monteceneri	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3852	7042	6630
......5238 Monteceneri	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1091	127
......5238 Monteceneri	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
......5237 Alto Malcantone	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0
......5237 Alto Malcantone	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	75	33	0	51	0	0
......5237 Alto Malcantone	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	202	3105	3105
......5237 Alto Malcantone	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	839	880	285
......5237 Alto Malcantone	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	5509	3173	3239	4025	2341	1370	1807	2748
......5237 Alto Malcantone	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	3137	1632	2773	3488	2747	4652	3082	3977
......5237 Alto Malcantone	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	51	63	38
......5237 Alto Malcantone	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	80	60	0	10	0	0	50	13
......5236 Collina d'Oro	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5236 Collina d'Oro	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	175	0	900	1516	1301	420	4691	4307	4052
......5236 Collina d'Oro	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	1404	1720	792	1204	38	225	891	511	332
......5236 Collina d'Oro	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	768	563	420	772	1910	662	1776	1815	1509
......5236 Collina d'Oro	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	48171	56424	45230	32662	35596	16670	21599	46900	62010
......5236 Collina d'Oro	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	28021	35991	26748	8310	9349	28021	23517	13242	15416
......5236 Collina d'Oro	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	628	1100	197	231	45	225	171	37	184
......5236 Collina d'Oro	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	365	100	20	60	60	20	65	32	116
......5235 Villa Luganese*	Öffentliche Auftraggeber	Hochbau	Neubau	0	20	40	10	5	2	1	0	0	0	0	0	0	0	0	0	0	0
......5235 Villa Luganese*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	125	50	0	0	0	0	0	51	0	0	0	0	0	0	0	0
......5235 Villa Luganese*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	104	110	50	0	0	0	0	439	301	0	0	0	0	0	0	0	0
......5235 Villa Luganese*	Öffentliche Auftraggeber	Tiefbau	Umbau	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5235 Villa Luganese*	Private Auftraggeber	Hochbau	Neubau	5591	3701	5049	3440	1720	3374	3414	3365	335	2630	2178	607	943	0	0	0	0	0
......5235 Villa Luganese*	Private Auftraggeber	Hochbau	Umbau	701	645	782	510	650	331	5	302	301	170	140	26	2030	0	0	0	0	0
......5235 Villa Luganese*	Private Auftraggeber	Tiefbau	Neubau	0	20	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0
......5235 Villa Luganese*	Private Auftraggeber	Tiefbau	Umbau	0	0	30	0	0	0	0	3	2	0	0	0	17	0	0	0	0	0
......5234 Viganello*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	300	720	200	9155	914	0	0	0	0	0	0	0	0	0
......5234 Viganello*	Öffentliche Auftraggeber	Hochbau	Umbau	9439	8849	5900	2335	0	165	175	1097	1226	0	0	0	0	0	0	0	0	0
......5234 Viganello*	Öffentliche Auftraggeber	Tiefbau	Neubau	1200	250	0	0	455	600	350	790	725	0	0	0	0	0	0	0	0	0
......5234 Viganello*	Öffentliche Auftraggeber	Tiefbau	Umbau	1364	1290	530	0	90	1070	920	615	65	0	0	0	0	0	0	0	0	0
......5234 Viganello*	Private Auftraggeber	Hochbau	Neubau	8370	14035	4736	2960	12227	17313	25481	18384	31091	0	0	0	0	0	0	0	0	0
......5234 Viganello*	Private Auftraggeber	Hochbau	Umbau	0	758	904	411	661	665	602	1012	9925	0	0	0	0	0	0	0	0	0
......5234 Viganello*	Private Auftraggeber	Tiefbau	Neubau	0	80	205	110	62	100	85	155	34	0	0	0	0	0	0	0	0	0
......5234 Viganello*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	270	275	0	0	0	0	0	0	0	0	0
......5233 Vico Morcote	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	25	2500	1000	0	235	0	0	0	0	0	0	0	0
......5233 Vico Morcote	Öffentliche Auftraggeber	Hochbau	Umbau	150	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
......5233 Vico Morcote	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	20	0	0	0	0	0	0	0	0	650	260	234	150	53
......5233 Vico Morcote	Öffentliche Auftraggeber	Tiefbau	Umbau	100	0	0	0	30	0	270	180	0	164	111	284	263	300	300	78	3	21
......5233 Vico Morcote	Private Auftraggeber	Hochbau	Neubau	3565	4203	5187	6775	3657	6515	4496	3886	1005	2921	7710	3611	8045	16120	11593	5278	5756	11094
......5233 Vico Morcote	Private Auftraggeber	Hochbau	Umbau	1023	532	1850	2265	2540	824	8476	477	176	1371	3782	4017	3975	1940	2367	3428	2840	850
......5233 Vico Morcote	Private Auftraggeber	Tiefbau	Neubau	60	60	870	675	272	135	100	0	0	50	180	450	350	0	250	0	405	0
......5233 Vico Morcote	Private Auftraggeber	Tiefbau	Umbau	25	0	90	110	0	130	32	32	0	52	20	18	8	0	0	0	0	0
......5232 Vezio*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5232 Vezio*	Öffentliche Auftraggeber	Hochbau	Umbau	1000	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5232 Vezio*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5232 Vezio*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5232 Vezio*	Private Auftraggeber	Hochbau	Neubau	215	202	17	0	20	0	246	246	246	331	0	0	0	0	0	0	0	0
......5232 Vezio*	Private Auftraggeber	Hochbau	Umbau	258	279	284	335	653	433	341	324	490	310	0	0	0	0	0	0	0	0
......5232 Vezio*	Private Auftraggeber	Tiefbau	Neubau	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5232 Vezio*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0
......5231 Vezia	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	745	0	4940	1852	2467	0	0
......5231 Vezia	Öffentliche Auftraggeber	Hochbau	Umbau	14	0	150	0	200	280	15	12	0	100	0	361	0	0	0	0	50	300
......5231 Vezia	Öffentliche Auftraggeber	Tiefbau	Neubau	0	10	50	411	0	187	0	0	528	140	0	676	291	544	1284	3410	1200	70
......5231 Vezia	Öffentliche Auftraggeber	Tiefbau	Umbau	1420	1020	0	350	900	0	0	1359	500	67	0	162	1650	910	220	59	58	304
......5231 Vezia	Private Auftraggeber	Hochbau	Neubau	12231	11089	12939	13813	13807	17506	12936	11559	11518	13286	15736	12947	10980	12117	6765	5411	2159	10424
......5231 Vezia	Private Auftraggeber	Hochbau	Umbau	2109	510	800	321	1122	739	581	476	571	413	3513	1920	0	38	152	1123	549	1474
......5231 Vezia	Private Auftraggeber	Tiefbau	Neubau	0	0	0	100	0	65	5	0	0	0	150	0	0	0	0	80	80	167
......5231 Vezia	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	15	22	25	136	136	0	41	0	0	0	0
......5230 Vernate	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5230 Vernate	Öffentliche Auftraggeber	Hochbau	Umbau	100	0	0	0	0	0	0	0	0	0	0	209	0	85	0	0	0	0
......5230 Vernate	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	100	100	100	0	0	1070	1600	92	2184	2234	683	274	1083	776	181
......5230 Vernate	Öffentliche Auftraggeber	Tiefbau	Umbau	282	0	0	200	200	0	0	0	0	200	100	265	425	33	44	126	75	75
......5230 Vernate	Private Auftraggeber	Hochbau	Neubau	1436	868	1778	3286	3452	3738	3191	2833	3672	646	16292	3299	2747	350	6296	6705	1768	4763
......5230 Vernate	Private Auftraggeber	Hochbau	Umbau	505	690	902	974	253	376	616	995	0	225	652	1286	689	870	961	494	419	591
......5230 Vernate	Private Auftraggeber	Tiefbau	Neubau	0	0	0	45	0	0	0	0	0	30	5	5	0	0	6	0	0	0
......5230 Vernate	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0
......5229 Valcolla	Öffentliche Auftraggeber	Hochbau	Neubau	0	147	140	0	200	380	385	145	30	363	163	1000	720	0	663	0	0	0
......5229 Valcolla	Öffentliche Auftraggeber	Hochbau	Umbau	3	100	0	0	60	280	20	0	0	0	250	130	130	114	23	0	0	0
......5229 Valcolla	Öffentliche Auftraggeber	Tiefbau	Neubau	411	535	610	277	791	674	674	2166	2297	210	106	0	386	213	0	668	0	352
......5229 Valcolla	Öffentliche Auftraggeber	Tiefbau	Umbau	1440	2150	1640	1530	0	491	613	659	50	0	0	417	189	1159	0	968	1205	848
......5229 Valcolla	Private Auftraggeber	Hochbau	Neubau	2549	2765	3275	1553	1322	1372	570	246	985	1051	2616	3175	1550	3550	4376	2451	3165	2389
......5229 Valcolla	Private Auftraggeber	Hochbau	Umbau	781	685	945	1796	1214	749	1057	1377	1556	2699	945	435	371	845	542	159	911	1556
......5229 Valcolla	Private Auftraggeber	Tiefbau	Neubau	0	0	45	12	4	10	22	4	3	35	5	0	10	0	0	1	3	0
......5229 Valcolla	Private Auftraggeber	Tiefbau	Umbau	100	100	129	156	79	20	30	0	0	0	0	0	10	10	0	0	0	0
......5228 Vaglio*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	300	355	0	0	0	0	0	0	0	0	0	0	0	0	0
......5228 Vaglio*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5228 Vaglio*	Öffentliche Auftraggeber	Tiefbau	Neubau	600	0	5	1814	1605	75	10	0	0	0	0	0	0	0	0	0	0	0
......5228 Vaglio*	Öffentliche Auftraggeber	Tiefbau	Umbau	1007	2037	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5228 Vaglio*	Private Auftraggeber	Hochbau	Neubau	2190	1206	2040	1754	2035	2759	0	0	0	0	0	0	0	0	0	0	0	0
......5228 Vaglio*	Private Auftraggeber	Hochbau	Umbau	575	490	580	529	730	1343	0	0	0	0	0	0	0	0	0	0	0	0
......5228 Vaglio*	Private Auftraggeber	Tiefbau	Neubau	7	7	80	22	110	105	0	0	0	0	0	0	0	0	0	0	0	0
......5228 Vaglio*	Private Auftraggeber	Tiefbau	Umbau	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5227 Torricella-Taverne	Öffentliche Auftraggeber	Hochbau	Neubau	0	7	40	50	50	50	100	50	0	300	348	100	1000	0	120	146	146	146
......5227 Torricella-Taverne	Öffentliche Auftraggeber	Hochbau	Umbau	590	30	0	0	0	0	0	0	0	0	0	0	250	490	8	2	0	0
......5227 Torricella-Taverne	Öffentliche Auftraggeber	Tiefbau	Neubau	240	255	718	960	2070	2720	783	180	0	200	1530	600	100	1260	1533	4054	9631	13313
......5227 Torricella-Taverne	Öffentliche Auftraggeber	Tiefbau	Umbau	391	100	0	0	0	400	20	0	0	0	0	0	0	45	1660	952	1101	1895
......5227 Torricella-Taverne	Private Auftraggeber	Hochbau	Neubau	3030	3000	2974	3301	3990	5827	6612	7223	3212	5770	8600	8794	12188	13649	7597	5567	6450	4350
......5227 Torricella-Taverne	Private Auftraggeber	Hochbau	Umbau	2953	1158	268	1059	843	985	590	1613	915	1614	2348	1162	1574	1310	5039	7239	5532	6281
......5227 Torricella-Taverne	Private Auftraggeber	Tiefbau	Neubau	184	0	0	0	0	0	0	0	0	0	0	0	54	54	738	554	126	96
......5227 Torricella-Taverne	Private Auftraggeber	Tiefbau	Umbau	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	14
......5226 Capriasca	Öffentliche Auftraggeber	Hochbau	Neubau	343	0	0	0	0	0	0	5217	4870	9683	5193	2000	40	115	115	2100	1900	0
......5226 Capriasca	Öffentliche Auftraggeber	Hochbau	Umbau	0	195	80	190	0	0	0	0	155	260	0	940	690	1381	1043	27	24	729
......5226 Capriasca	Öffentliche Auftraggeber	Tiefbau	Neubau	0	15	15	50	10	10	200	320	1045	495	623	783	630	716	583	1793	393	1784
......5226 Capriasca	Öffentliche Auftraggeber	Tiefbau	Umbau	901	140	0	115	150	1919	978	800	877	5052	43	3347	1040	577	344	600	1453	1818
......5226 Capriasca	Private Auftraggeber	Hochbau	Neubau	2023	2602	1383	2690	6081	4817	13929	10433	5202	9583	15991	11164	15380	21872	16976	25210	29681	33391
......5226 Capriasca	Private Auftraggeber	Hochbau	Umbau	75	673	1651	520	3716	3446	6364	8515	6330	3803	10366	6708	9225	9642	8962	8651	13354	14969
......5226 Capriasca	Private Auftraggeber	Tiefbau	Neubau	42	42	18	5	10	0	371	125	33	84	289	115	18	1079	1115	476	1142	796
......5226 Capriasca	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	95	195	97	41	156	3	0	67	0	50	7	9	19
......5225 Sorengo	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	30	0
......5225 Sorengo	Öffentliche Auftraggeber	Hochbau	Umbau	800	840	370	0	0	0	0	576	651	576	84	250	250	0	0	245	860	2058
......5225 Sorengo	Öffentliche Auftraggeber	Tiefbau	Neubau	0	50	0	0	0	0	100	1000	1200	1200	800	800	0	0	0	0	0	0
......5225 Sorengo	Öffentliche Auftraggeber	Tiefbau	Umbau	40	0	100	475	470	0	20	80	145	0	0	500	537	112	415	595	655	425
......5225 Sorengo	Private Auftraggeber	Hochbau	Neubau	4906	5627	2405	2808	3921	4200	2350	5800	3635	10650	23877	16062	8947	9085	26086	20917	21052	17020
......5225 Sorengo	Private Auftraggeber	Hochbau	Umbau	0	528	20	475	1165	997	3096	1920	2596	1383	5042	2649	6828	11616	6595	8105	5317	2709
......5225 Sorengo	Private Auftraggeber	Tiefbau	Neubau	0	40	120	165	0	0	115	115	99	2	270	0	134	55	55	410	410	55
......5225 Sorengo	Private Auftraggeber	Tiefbau	Umbau	0	0	0	55	2	0	0	0	0	0	0	0	35	8	0	21	6	1800
......5224 Sonvico	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	200	0	200	23	50	0	0	0	0	0	0	0	0
......5224 Sonvico	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	40	110	88	50	50	0	0	0	100	90	550	1082	1688	459	45	7
......5224 Sonvico	Öffentliche Auftraggeber	Tiefbau	Neubau	300	40	264	170	200	35	30	452	424	545	94	7	398	217	55	1500	413	3285
......5224 Sonvico	Öffentliche Auftraggeber	Tiefbau	Umbau	1035	1335	1787	1085	690	0	581	400	2050	763	80	6	0	0	578	802	227	734
......5224 Sonvico	Private Auftraggeber	Hochbau	Neubau	3214	3962	2084	2310	2317	4567	705	3007	3974	5507	7015	3735	3830	1797	11875	14546	6560	3194
......5224 Sonvico	Private Auftraggeber	Hochbau	Umbau	1030	2444	3480	3136	2488	1268	1179	1863	2256	1432	2503	3378	10163	881	856	2708	17452	5348
......5224 Sonvico	Private Auftraggeber	Tiefbau	Neubau	15	110	240	165	0	25	25	0	0	287	20	0	0	0	5	5	0	33
......5224 Sonvico	Private Auftraggeber	Tiefbau	Umbau	266	7	0	0	116	18	15	0	68	8	8	0	0	0	0	0	0	0
......5223 Sigirino*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	100	100	50	50	10	0	0	0	0	0	0	0	0	0	0	0
......5223 Sigirino*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	12	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0
......5223 Sigirino*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	10	2562	2562	1568	2108	40	30	327	0	40	300	0	0	0	0	0	0
......5223 Sigirino*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	495	440	450	0	0	0
......5223 Sigirino*	Private Auftraggeber	Hochbau	Neubau	4919	686	935	103	373	605	3157	2582	2995	2750	2738	2770	1219	0	2787	0	0	0
......5223 Sigirino*	Private Auftraggeber	Hochbau	Umbau	393	900	232	692	1506	1268	1290	764	648	431	781	3162	3567	1315	495	0	0	0
......5223 Sigirino*	Private Auftraggeber	Tiefbau	Neubau	0	10	2	1	0	0	10	70	0	76	0	0	0	0	0	0	0	0
......5223 Sigirino*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
......5222 Sessa	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
......5222 Sessa	Öffentliche Auftraggeber	Hochbau	Umbau	10	0	0	0	0	0	0	540	0	300	0	20	0	0	0	0	141	0
......5222 Sessa	Öffentliche Auftraggeber	Tiefbau	Neubau	0	1400	2180	3200	435	0	0	0	720	155	0	0	2140	1240	318	320	467	0
......5222 Sessa	Öffentliche Auftraggeber	Tiefbau	Umbau	1040	600	0	0	0	150	92	42	0	0	0	0	0	0	30	0	0	0
......5222 Sessa	Private Auftraggeber	Hochbau	Neubau	150	5	460	1600	825	90	125	574	670	1057	2141	4089	60	1420	210	766	3603	3048
......5222 Sessa	Private Auftraggeber	Hochbau	Umbau	884	490	393	391	320	240	677	415	1095	770	2049	1238	110	458	107	1439	2074	1762
......5222 Sessa	Private Auftraggeber	Tiefbau	Neubau	0	150	10	5	5	2	1	0	0	0	0	0	0	0	0	0	146	0
......5222 Sessa	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
......5221 Savosa	Öffentliche Auftraggeber	Hochbau	Neubau	0	580	280	73	23	0	0	0	0	0	0	0	0	0	0	0	0	0
......5221 Savosa	Öffentliche Auftraggeber	Hochbau	Umbau	1260	500	4000	5000	3735	480	0	1087	996	560	516	720	1820	0	72	1741	0	0
......5221 Savosa	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	63	0	100	0	168	68	0	0	200	40	0	0	160	200	150
......5221 Savosa	Öffentliche Auftraggeber	Tiefbau	Umbau	1040	990	790	100	490	150	0	0	230	226	0	0	46	256	469	320	181	54
......5221 Savosa	Private Auftraggeber	Hochbau	Neubau	2934	474	280	300	700	500	3289	11130	4463	7416	4849	10676	10561	3816	6875	7184	8744	9672
......5221 Savosa	Private Auftraggeber	Hochbau	Umbau	1658	1095	2390	1500	1602	265	1580	704	1618	742	1154	473	1028	291	1421	1003	5392	3341
......5221 Savosa	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	60	0	0	10	0	0	7	0	0	0	99	29	0
......5221 Savosa	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	73	0	0	130	0	0	0	0	0	0
......5220 Sala Capriasca*	Öffentliche Auftraggeber	Hochbau	Neubau	5	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5220 Sala Capriasca*	Öffentliche Auftraggeber	Hochbau	Umbau	0	171	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5220 Sala Capriasca*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	15	5	15	445	350	15	0	0	0	0	0	0	0	0	0	0	0
......5220 Sala Capriasca*	Öffentliche Auftraggeber	Tiefbau	Umbau	560	700	30	15	60	12	0	0	0	0	0	0	0	0	0	0	0	0
......5220 Sala Capriasca*	Private Auftraggeber	Hochbau	Neubau	3109	3251	6537	4456	5066	3810	0	0	0	0	0	0	0	0	0	0	0	0
......5220 Sala Capriasca*	Private Auftraggeber	Hochbau	Umbau	1682	3257	1663	1342	1093	744	0	0	0	0	0	0	0	0	0	0	0	0
......5220 Sala Capriasca*	Private Auftraggeber	Tiefbau	Neubau	35	18	4	10	10	20	0	0	0	0	0	0	0	0	0	0	0	0
......5220 Sala Capriasca*	Private Auftraggeber	Tiefbau	Umbau	0	0	35	25	9	103	0	0	0	0	0	0	0	0	0	0	0	0
......5219 Rovio	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5219 Rovio	Öffentliche Auftraggeber	Hochbau	Umbau	0	90	0	0	0	0	0	0	1040	1040	0	98	30	0	0	0	0	0
......5219 Rovio	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	450	600	0	0	0	423	0	0	119	2024	2014	1971
......5219 Rovio	Öffentliche Auftraggeber	Tiefbau	Umbau	0	100	200	0	0	0	0	0	300	0	0	0	0	0	61	62	1	1
......5219 Rovio	Private Auftraggeber	Hochbau	Neubau	8621	5551	3846	2431	4640	5372	1590	921	922	1389	2413	2237	5138	5994	4577	2100	955	3824
......5219 Rovio	Private Auftraggeber	Hochbau	Umbau	185	255	586	356	390	1897	1148	543	979	1036	175	154	149	260	379	1	509	3581
......5219 Rovio	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	108	110	72	127	60	10	0	0	18	15	15	4
......5219 Rovio	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	10	0	0	15	95	20	45	25	0	0	0	0	0	0
......5218 Roveredo-Capriasca*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	20	20	16	0	0	0	0	0	0	0	0	0	0	0	0
......5218 Roveredo-Capriasca*	Öffentliche Auftraggeber	Hochbau	Umbau	470	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5218 Roveredo-Capriasca*	Öffentliche Auftraggeber	Tiefbau	Neubau	671	290	83	33	33	16	0	0	0	0	0	0	0	0	0	0	0	0
......5218 Roveredo-Capriasca*	Öffentliche Auftraggeber	Tiefbau	Umbau	235	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5218 Roveredo-Capriasca*	Private Auftraggeber	Hochbau	Neubau	2755	1024	300	275	160	669	0	0	0	0	0	0	0	0	0	0	0	0
......5218 Roveredo-Capriasca*	Private Auftraggeber	Hochbau	Umbau	0	0	325	325	525	524	0	0	0	0	0	0	0	0	0	0	0	0
......5218 Roveredo-Capriasca*	Private Auftraggeber	Tiefbau	Neubau	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5218 Roveredo-Capriasca*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......5217 Rivera*	Öffentliche Auftraggeber	Hochbau	Neubau	14	7	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
......5217 Rivera*	Öffentliche Auftraggeber	Hochbau	Umbau	75	100	0	175	2526	1403	944	560	208	460	90	1554	230	750	5423	0	0	0
......5217 Rivera*	Öffentliche Auftraggeber	Tiefbau	Neubau	3	70	766	70	20	0	0	150	0	1474	0	0	674	298	0	0	0	0
......5217 Rivera*	Öffentliche Auftraggeber	Tiefbau	Umbau	100	17	0	0	129	4591	2172	273	80	80	0	16	0	538	959	0	0	0
......5217 Rivera*	Private Auftraggeber	Hochbau	Neubau	1784	1040	3236	2875	4638	5629	4356	2550	4606	10768	6308	18071	41615	12934	67672	0	0	0
......5217 Rivera*	Private Auftraggeber	Hochbau	Umbau	2544	1708	275	884	1830	1490	1234	773	742	1184	1288	470	1895	2184	1155	0	0	0
